"term","real_est","std.error","statistic","p.value","Region","Risk_Type","Lag","N","mean_sim","sd_sim","q025","q975","z","signif","sig.two"
"Risk_Score",-0.486303959117733,0.365921681678428,-1.32898372374965,0.20510706949404,"LMC","Tech",-3,16,0.00112657586256937,0.0930630034390822,-0.182026192804237,0.175988379978026,-5.23764027559424,TRUE,"SIM"
"Risk_Score",-0.458760605231072,0.345094291862209,-1.32937755288705,0.204980479591003,"LMC","Tech",-2,16,0.00402270902246929,0.136111132973221,-0.265038956194539,0.272501157087735,-3.40004013003543,TRUE,"SIM"
"Risk_Score",-0.612403888064578,0.373523891925679,-1.63953070018458,0.123371266797152,"LMC","Tech",-1,16,0.0171861575298136,0.33836922536012,-0.652319676591472,0.664393136073092,-1.86065988987128,FALSE,"NONE"
"Risk_Score",-0.471909553388155,0.274317630911631,-1.72030340091474,0.107393892772043,"LMC","Tech",1,16,-0.00722252102995973,0.329048107864768,-0.645128233952243,0.603170134664008,-1.4122160901444,FALSE,"NONE"
"Risk_Score",-0.375263358158078,0.189361708515035,-1.98172777960694,0.067496046922705,"LMC","Tech",2,16,-0.00190674791094593,0.132681689301728,-0.273998532842837,0.24821328510779,-2.8139271681874,TRUE,"SIM"
"Risk_Score",-0.327961838162498,0.191312613616455,-1.71427190274029,0.108521045054127,"LMC","Tech",3,16,-0.0330954616408308,0.0900371049851496,-0.212041651387064,0.139527515371052,-3.27494288682762,TRUE,"SIM"
"Risk_Score",-0.307016851590673,0.206678805949841,-1.48547815621299,0.159584872863127,"LMC","Tech",4,16,-0.160421365602424,0.0681572959508155,-0.289807223086037,-0.0208779308400487,-2.15084069787682,TRUE,"SIM"
"Risk_Score",-0.333954668673134,0.21890465502276,-1.52557134355326,0.149386472471402,"LMC","Tech",5,16,-0.199649845183642,0.054427763865371,-0.30072227027727,-0.0886741318661529,-2.46757930055146,TRUE,"SIM"
"Risk_Score",0.950663574807575,0.336499067378078,2.82515961252114,0.0134948529945556,"LMC","Terror",-5,16,0.132817584720507,0.269009556680481,-0.395231721124413,0.624846090516527,3.04021165708426,TRUE,"BOTH"
"Risk_Score",1.01612919444037,0.310504887055662,3.27250628508857,0.00555816945666876,"LMC","Terror",-4,16,-0.00407447160883857,0.3624155824935,-0.675618837210618,0.68407351845926,2.81501048887021,TRUE,"BOTH"
"Risk_Score",1.01900860302756,0.3303936793365,3.08422547632855,0.0080816499082741,"LMC","Terror",-3,16,-0.00147736680441765,0.375102201701105,-0.706854547458533,0.704358980008176,2.72055446543377,TRUE,"BOTH"
"Risk_Score",0.95820873259155,0.351528558525727,2.72583467075954,0.0164047310566253,"LMC","Terror",-2,16,-0.000706952666056307,0.476968488593947,-0.912128810106771,0.910084379279271,2.01043823268994,TRUE,"BOTH"
"Risk_Score",0.899356701613723,0.37439155285848,2.40218213992045,0.0307401722956059,"LMC","Terror",-1,16,-0.00456000662625963,0.410513271269325,-0.806888388303424,0.770163660551222,2.20191835807167,TRUE,"BOTH"
"Risk_Score",0.892021225183101,0.351248744160996,2.53957128676378,0.0246744947346428,"LMC","Terror",1,15,0.00156904527977993,0.424589281102223,-0.805306969422373,0.845800011752048,2.09720833646985,TRUE,"BOTH"
"Risk_Score",0.695580219843663,0.372506216596341,1.86729828618515,0.0845681768069839,"LMC","Terror",2,15,0.00746049062484668,0.470943631176288,-0.879355438725482,0.887563570518093,1.46115093965722,FALSE,"NONE"
"Risk_Score",0.579067014856824,0.32752826617466,1.76799096340597,0.100508485222252,"LMC","Terror",3,15,0.00528687718375844,0.367839964978998,-0.671561906453616,0.70123298074833,1.55986350669054,FALSE,"NONE"
"Risk_Score",0.202920184694749,0.349648069927185,0.580355512149709,0.571598045623235,"LMC","Terror",4,15,0.00351426840097596,0.353527372257847,-0.650444368631411,0.668256036883378,0.564046611214972,FALSE,"NONE"
"Risk_Score",0.223948713266138,0.281060052477818,0.796800225758915,0.439877260677601,"LMC","Terror",5,15,0.00315102428503188,0.278305071169119,-0.50732349292639,0.539107226209692,0.793365669024884,FALSE,"NONE"
"Risk_Score",-0.526890653840473,0.691674985413409,-0.76176045823828,0.462223239756155,"LMC","GeoConflict",-5,16,0.0980036353002094,0.155124984799257,-0.208772869750888,0.387513606230594,-4.02832780257378,TRUE,"SIM"
"Risk_Score",-0.373446864631418,0.759498556752778,-0.491701875284771,0.632594618243306,"LMC","GeoConflict",-4,16,0.00448611454724181,0.225345892661301,-0.421564550347949,0.434757444629378,-1.67712388593078,FALSE,"NONE"
"Risk_Score",-0.284783308923841,0.775969747057309,-0.367003108051335,0.72057914055747,"LMC","GeoConflict",-3,16,0.0070261240315215,0.356521472417828,-0.661626857410271,0.686154992928488,-0.818490485233309,FALSE,"NONE"
"Risk_Score",-0.0944974704039313,0.824536053764845,-0.114606838563886,0.910821957152992,"LMC","GeoConflict",-2,16,0.00447391142015532,0.799817455470014,-1.57490907199016,1.53898285277459,-0.123742462917274,FALSE,"NONE"
"Risk_Score",0.0207098962587025,0.789129405767619,0.0262439798939658,0.97953279633685,"LMC","GeoConflict",-1,16,0.0122030529451185,0.710068941833298,-1.38033308224956,1.33008062298709,0.0119803061539639,FALSE,"NONE"
"Risk_Score",-0.253225187464956,0.790161597029661,-0.320472658272521,0.754615574117232,"LMC","GeoConflict",1,16,-0.00240421792928697,0.707711450222141,-1.35793575845155,1.3779214294807,-0.354411348660446,FALSE,"NONE"
"Risk_Score",0.11873625861657,0.795124078838328,0.149330477816799,0.883995527145402,"LMC","GeoConflict",2,16,-0.02276258784365,0.771098151346659,-1.49251893495239,1.47436924856938,0.18350302904125,FALSE,"NONE"
"Risk_Score",0.153115516330811,0.767830531424917,0.199413164838163,0.845577896107683,"LMC","GeoConflict",3,16,-0.00539324376390547,0.358742696352518,-0.712673908553878,0.70716508454366,0.44184526042297,FALSE,"NONE"
"Risk_Score",0.862119817949296,0.603903455949027,1.42757887781,0.181180830453361,"LMC","GeoConflict",4,16,0.674775121290969,0.188147542010043,0.32628444094654,1.03544844953849,0.995732894816808,FALSE,"NONE"
"Risk_Score",0.850531345984562,0.542313927494508,1.56833764147275,0.145100660075781,"LMC","GeoConflict",5,16,0.566370688905086,0.120910145631571,0.333591671814894,0.802619310913543,2.35018042195856,TRUE,"SIM"
"Risk_Score",0.254069095675407,0.0558451469787815,4.54952864161931,0.000454105806069075,"UMC","Climate",-5,16,0.270731002472759,0.073731802119539,0.12953768757785,0.41459705938512,-0.225979920717785,FALSE,"REG"
"Risk_Score",-0.00342414326994208,0.042213967390168,-0.0811139886069935,0.936499496171922,"UMC","Climate",-4,16,9.41016464302136e-06,0.0953198149328352,-0.183895461359219,0.180405432236846,-0.0360214026538394,FALSE,"NONE"
"Risk_Score",-0.0261473405123291,0.0569538731599942,-0.45909679292357,0.653211745394179,"UMC","Climate",-3,16,0.000510165601811498,0.119810048059742,-0.227189663704106,0.226133471652242,-0.222498083807195,FALSE,"NONE"
"Risk_Score",-0.00944774808377178,0.135506979987314,-0.0697214865585245,0.945401441544148,"UMC","Climate",-2,16,0.00102213779103524,0.168037748061612,-0.320757919928762,0.313118060514789,-0.0623067494987386,FALSE,"NONE"
"Risk_Score",-0.00827579466764433,0.215868188263475,-0.0383372591126926,0.969960102194717,"UMC","Climate",-1,16,0.00816073023830998,0.338603224857153,-0.640299428647467,0.635670624783901,-0.0485421392926438,FALSE,"NONE"
"Risk_Score",0.162033347566831,0.273481256345822,0.592484288436707,0.562974290759299,"UMC","Climate",1,16,-0.00463247922766795,0.341554571038099,-0.662705979409272,0.636064795350483,0.487962512953481,FALSE,"NONE"
"Risk_Score",0.290106428225295,0.161756221634506,1.79347925720471,0.0945183558100086,"UMC","Climate",2,16,-0.00234952423507126,0.173399817284907,-0.335406906356903,0.329910826648297,1.68659896555625,FALSE,"NONE"
"Risk_Score",0.192800172145775,0.109410576569331,1.76217124697813,0.0998496755587845,"UMC","Climate",3,16,-0.0455801740415242,0.122936616178106,-0.277400067749969,0.193778812140731,1.93905081820329,FALSE,"NONE"
"Risk_Score",-0.00473639989713953,0.138770392177063,-0.0341311991905027,0.973254386099399,"UMC","Climate",4,16,-0.235363892402508,0.0941320385908629,-0.419518598265689,-0.0505298082079437,2.45004247180678,TRUE,"SIM"
"Risk_Score",-0.0959492626310728,0.1220500902924,-0.78614659277354,0.444884782018139,"UMC","Climate",5,16,-0.291870606274183,0.0758999899623063,-0.437242754314874,-0.147226909370776,2.58130921677868,TRUE,"SIM"
"Risk_Score",-0.249419311401596,0.0437595406199119,-5.69976987574003,7.2957920700616e-05,"UMC","Geophysical",-5,16,0.054708824882136,0.121904418254096,-0.173796330118547,0.289342694388274,-2.49480815084003,TRUE,"BOTH"
"Risk_Score",-0.305441468347875,0.0520431279309748,-5.86900673520209,5.50996807271038e-05,"UMC","Geophysical",-4,16,0.000216859725502961,0.148969525810366,-0.287791281200169,0.29086497091179,-2.05181782254226,TRUE,"BOTH"
"Risk_Score",-0.294698616831557,0.0718943153604656,-4.0990531080794,0.00125536832781123,"UMC","Geophysical",-3,16,0.000833580780176485,0.182667092893082,-0.344225821180897,0.350883457652698,-1.61787321915017,FALSE,"REG"
"Risk_Score",-0.251377075373139,0.110439026983627,-2.27616162726975,0.0404051104805047,"UMC","Geophysical",-2,16,-0.000723219609749202,0.230090807073956,-0.44484628764066,0.448357964155123,-1.08936927533495,FALSE,"REG"
"Risk_Score",-0.214326409840963,0.129775461510481,-1.65151722325914,0.122569321039373,"UMC","Geophysical",-1,16,0.00168538766479612,0.263323603117659,-0.511101585791189,0.519130297989136,-0.820328276494228,FALSE,"NONE"
"Risk_Score",-0.210426480755956,0.157049773958329,-1.33987127426104,0.203238489124857,"UMC","Geophysical",1,16,-0.00601568897576023,0.263051704640449,-0.517026102119159,0.507326041662218,-0.777074575736332,FALSE,"NONE"
"Risk_Score",-0.130242984032111,0.146900534147735,-0.886606606216471,0.391397603607644,"UMC","Geophysical",2,16,-0.00778627519892244,0.231795150374958,-0.446935812968718,0.446261162311031,-0.528297113356768,FALSE,"NONE"
"Risk_Score",-0.0999705008858497,0.0997309299733357,-1.00240217265173,0.334443421562646,"UMC","Geophysical",3,16,-0.0207601502853815,0.184582626245218,-0.375709962576365,0.344495223276785,-0.42913221147497,FALSE,"NONE"
"Risk_Score",-0.162274679726838,0.0906297659322058,-1.79052299272432,0.0966727806722751,"UMC","Geophysical",4,16,-0.131512698028537,0.146465037448299,-0.418790951876373,0.154142316689843,-0.210029521271651,FALSE,"NONE"
"Risk_Score",-0.183031282096734,0.0705440588075278,-2.59456693009564,0.0222339726409489,"UMC","Geophysical",5,16,-0.17576703909806,0.119155427156403,-0.406778232847199,0.0552144394218575,-0.0609644325234004,FALSE,"REG"
"Risk_Score",0.398167754686279,0.169766079806999,2.34539052288267,0.034263069284933,"UMC","Diseases",-5,16,0.51744188090697,0.208513757855249,0.0934564305163663,0.902645096454543,-0.572020414612122,FALSE,"REG"
"Risk_Score",0.449470459647632,0.223992192906259,2.00663448942498,0.0645026901599613,"UMC","Diseases",-4,16,-0.00308196018514009,0.331974582205803,-0.641946909713904,0.631554806676713,1.36321406544378,FALSE,"NONE"
"Risk_Score",0.525595512353092,0.256689447357388,2.04759298741762,0.0598433460820675,"UMC","Diseases",-3,16,-0.00164018983368575,0.359475575677105,-0.681364627260622,0.663974565069404,1.46668018040915,FALSE,"NONE"
"Risk_Score",0.777738661429316,0.402385750868542,1.93281859447205,0.0737454105106447,"UMC","Diseases",-2,16,0.0005875857395836,0.656150432257828,-1.27062671747536,1.1987211004468,1.18440991193977,FALSE,"NONE"
"Risk_Score",0.79656215823302,0.505189205055416,1.57676005397946,0.137172768368504,"UMC","Diseases",-1,16,-0.00205002837423426,0.541291110616258,-1.07906432974558,1.01246692796919,1.47538389407141,FALSE,"NONE"
"Risk_Score",0.549308542727025,0.617828487809173,0.889095523378793,0.388973432790497,"UMC","Diseases",1,16,0.00639611953254578,0.535869669821978,-1.07052543589459,1.01559379138254,1.0131426609288,FALSE,"NONE"
"Risk_Score",0.338146030773583,0.60904978278374,0.555202612876806,0.587518244898698,"UMC","Diseases",2,16,0.00206157041449357,0.651560044570882,-1.25861376202284,1.21142524835863,0.515815024508502,FALSE,"NONE"
"Risk_Score",0.560676788351609,0.635294134174323,0.88254677351981,0.392383168195099,"UMC","Diseases",3,16,-0.000592544604052866,0.360587091817816,-0.706152455970683,0.687374741174139,1.55654305351352,FALSE,"NONE"
"Risk_Score",0.643003209743552,0.605639346874788,1.06169325533681,0.306347262380658,"UMC","Diseases",4,16,-0.00132642336747693,0.338167140244898,-0.707444774807059,0.628896663790536,1.90535849415886,TRUE,"SIM"
"Risk_Score",0.904745354078066,0.621330495952037,1.45614187613915,0.167412019162566,"UMC","Diseases",5,16,-0.00120363744310576,0.241296666030749,-0.497646454008196,0.466950547386184,3.75450273069966,TRUE,"SIM"
"Risk_Score",-0.527503393787572,0.312770409919525,-1.68655146733125,0.119809723944886,"UMC","Food",-5,13,0.424394838348813,0.557247714980758,-0.641807611265718,1.36015317362937,-1.70821379172323,FALSE,"NONE"
"Risk_Score",-0.660988877591725,0.331204478133339,-1.99571238081394,0.0739141441396949,"UMC","Food",-4,12,0.0342582221665691,0.704774643545479,-1.20935731871353,1.31739546120595,-0.986481432221717,FALSE,"NONE"
"Risk_Score",-0.805087236546851,0.357991784690154,-2.24889863672057,0.051095118064408,"UMC","Food",-3,11,0.028127725802803,0.68900560589946,-1.18098950028912,1.28822817864078,-1.20930070120683,FALSE,"NONE"
"Risk_Score",-0.93192010004833,0.414099666287196,-2.2504729559526,0.0545270478981568,"UMC","Food",-2,10,0.0315635474721853,0.719339993188908,-1.25914885846828,1.36616594183676,-1.33939952823879,FALSE,"NONE"
"Risk_Score",-1.51632906260102,0.391034467631494,-3.87773761168796,0.00607069552139896,"UMC","Food",-1,9,0.0256356863872857,0.647934042099225,-1.23087414465483,1.28756422430381,-2.37981746412418,TRUE,"BOTH"
"Risk_Score",-0.590941669263733,0.669455088747363,-0.882720408279308,0.411354418452427,"UMC","Food",1,8,0.0137899964528753,0.765659052405456,-1.31247185686295,1.57081284016457,-0.789818475752014,FALSE,"NONE"
"Risk_Score",-0.258610074591557,0.593563775819029,-0.435690460110564,0.678299064244703,"UMC","Food",2,8,0.0133824334837013,0.838961085701549,-1.46284175849018,1.65571345470106,-0.324201578250575,FALSE,"NONE"
"Risk_Score",-0.540190129917574,0.463701303202635,-1.16495279652366,0.28825474753536,"UMC","Food",3,8,0.0308837565128525,0.685889911946269,-1.12337282913348,1.39666896711104,-0.832602836816709,FALSE,"NONE"
"Risk_Score",-0.547918792227978,0.347806205098453,-1.57535657557599,0.166243199245528,"UMC","Food",4,8,0.0387395389638028,0.614194300778856,-1.05235851742114,1.2621589156449,-0.955167331327958,FALSE,"NONE"
"Risk_Score",-0.386977658990133,0.280624504810547,-1.37898740971102,0.217099753440309,"UMC","Food",5,8,0.0440707153443166,0.487419246615165,-0.814839823764207,1.01576152122623,-0.884348284003601,FALSE,"NONE"
"Risk_Score",0.0687137743999663,0.218700298817507,0.314191497549366,0.758008729634887,"UMC","Economic",-5,16,0.354465779062236,0.0815491119360322,0.191792076920103,0.5040579344314,-3.50404802551885,TRUE,"SIM"
"Risk_Score",-0.346068021932903,0.273654637483532,-1.26461595942707,0.226656341665012,"UMC","Economic",-4,16,-0.00586886386600332,0.166746658955826,-0.316177455651847,0.317622183063295,-2.04021573923724,TRUE,"SIM"
"Risk_Score",-0.275550233948223,0.261486038270448,-1.05378564672439,0.309829147354044,"UMC","Economic",-3,16,-0.00429892504693566,0.206416529508588,-0.400825583015847,0.400059899240607,-1.31409683879024,FALSE,"NONE"
"Risk_Score",-0.0948301579997764,0.278161427528575,-0.34091771401351,0.73822766243659,"UMC","Economic",-2,16,-0.00891782722401596,0.429514663207717,-0.821993281767232,0.797409749632585,-0.200021880822757,FALSE,"NONE"
"Risk_Score",-0.0784740063589729,0.249016460558328,-0.315135819467612,0.757659928710224,"UMC","Economic",-1,15,-0.00768781048694079,0.392879485053792,-0.757829552814034,0.735765953962259,-0.180172797422447,FALSE,"NONE"
"Risk_Score",-0.252745455556617,0.240372053085325,-1.05147604437567,0.313753934346249,"UMC","Economic",1,14,-0.011342285213664,0.39562107509702,-0.779625888392353,0.737134025818476,-0.610187842707197,FALSE,"NONE"
"Risk_Score",-0.245192553650977,0.258651073681514,-0.947966502365619,0.361846727709476,"UMC","Economic",2,14,-0.015014512622533,0.422641552281589,-0.820450766307811,0.777878958680731,-0.544617631148312,FALSE,"NONE"
"Risk_Score",-0.17840687387033,0.255685913355192,-0.697757930928686,0.498626003152034,"UMC","Economic",3,14,-0.00829708120764097,0.203314481190555,-0.40098738739261,0.378495272934485,-0.836683111141772,FALSE,"NONE"
"Risk_Score",-0.11493638128284,0.267610671891431,-0.429491023173655,0.675176493284386,"UMC","Economic",4,14,-0.00472613472275965,0.16387757616643,-0.330718788188301,0.30049267676717,-0.672515722640135,FALSE,"NONE"
"Risk_Score",-0.093005411211287,0.269446165221142,-0.345172517615735,0.735939558980793,"UMC","Economic",5,14,-0.00258244279992888,0.105868366834668,-0.219543406989069,0.19898083038624,-0.854107521584515,FALSE,"NONE"
"Risk_Score",-0.253649021776489,0.286014269853917,-0.886840442982239,0.39014531925023,"UMC","Tech",-5,16,0.196681596000277,0.0683256332702448,0.0558093328174177,0.325990301312076,-6.59094685585418,TRUE,"SIM"
"Risk_Score",-0.462012758694494,0.332577706511183,-1.38918739785993,0.186477223754042,"UMC","Tech",-4,16,0.00280732909624137,0.0856423734023651,-0.161638036285056,0.162992994117783,-5.42745453359771,TRUE,"SIM"
"Risk_Score",-0.443552037117276,0.339331350216655,-1.30713544986067,0.212229089881488,"UMC","Tech",-3,16,0.00304908549915086,0.107521464281687,-0.199610305016966,0.201028293812202,-4.15359970774217,TRUE,"SIM"
"Risk_Score",-0.510030524856924,0.313188849270497,-1.62850793074187,0.125704322039033,"UMC","Tech",-2,16,0.00480064298968783,0.153819621503519,-0.297101362986686,0.295871122657765,-3.34697981190153,TRUE,"SIM"
"Risk_Score",-0.497698645993333,0.317621768490986,-1.5669538280008,0.139444247650332,"UMC","Tech",-1,16,0.000588703577253367,0.325903421255599,-0.639281631063596,0.63916053617441,-1.52894175719558,FALSE,"NONE"
"Risk_Score",-0.414046005239221,0.281313762468498,-1.47182989415808,0.163187360061482,"UMC","Tech",1,16,0.0148335833595613,0.334875572861744,-0.636580168511936,0.669748653448889,-1.28071326592653,FALSE,"NONE"
"Risk_Score",-0.407388019141882,0.241040719390463,-1.690121155347,0.11313886429845,"UMC","Tech",2,16,0.0013599057041063,0.15324292159601,-0.300989973789039,0.301295806868753,-2.66732009928367,TRUE,"SIM"
"Risk_Score",-0.385724430288136,0.242782378796291,-1.58876617075979,0.1344348907926,"UMC","Tech",3,16,-0.032641833130872,0.105875553598512,-0.238372100541018,0.170678590323688,-3.33488312605363,TRUE,"SIM"
"Risk_Score",-0.399150366643029,0.260681698245826,-1.53117909438592,0.148004937313084,"UMC","Tech",4,16,-0.160740806214073,0.0817093745879325,-0.316577777783842,-0.00385890855857827,-2.91777487750061,TRUE,"SIM"
"Risk_Score",-0.427895677242204,0.273186420922249,-1.56631385922358,0.13959359812343,"UMC","Tech",5,16,-0.199704928024312,0.0651879672973525,-0.325982482696234,-0.0767661246067756,-3.50050413716704,TRUE,"SIM"
"Risk_Score",0.901845233951922,0.309602932326816,2.9129092130172,0.0113487560885651,"UMC","Terror",-5,16,0.118887999944014,0.347189282080104,-0.529980402724549,0.742843532773884,2.25513077280785,TRUE,"BOTH"
"Risk_Score",0.945516152955139,0.290753131295646,3.25195518528642,0.00579013677559634,"UMC","Terror",-4,16,-0.00428835296200797,0.422255252957944,-0.783421934864593,0.769420891390867,2.24936101863426,TRUE,"BOTH"
"Risk_Score",0.962136981859583,0.314280145358057,3.06139918817788,0.00845631034241003,"UMC","Terror",-3,16,-0.0062156461869736,0.428982863822417,-0.802103768045187,0.801204405035456,2.25732240075543,TRUE,"BOTH"
"Risk_Score",0.902001353530204,0.364612536764304,2.47386269691896,0.0267842028943396,"UMC","Terror",-2,16,-0.00953396859130234,0.462775884417369,-0.880841160843522,0.862717338828753,1.96971223612726,TRUE,"BOTH"
"Risk_Score",0.858590281330735,0.385312542941968,2.22829569672236,0.0427667015183113,"UMC","Terror",-1,16,-0.0114943318085244,0.402021159270599,-0.797045485773926,0.740908680425109,2.16427566827051,TRUE,"BOTH"
"Risk_Score",0.74740577718714,0.396970209196279,1.88277548257429,0.0823003469436508,"UMC","Terror",1,15,-0.00610568947639763,0.401245822528897,-0.829220701850296,0.768647470582057,1.87792974868734,FALSE,"NONE"
"Risk_Score",0.551996605572983,0.429439361636229,1.2853889393599,0.221083894599209,"UMC","Terror",2,15,0.00656476258543949,0.452491196148001,-0.883880838741975,0.826284089886726,1.20539769089594,FALSE,"NONE"
"Risk_Score",0.475905644656528,0.381063413994467,1.24888831406795,0.233727575422945,"UMC","Terror",3,15,0.00351651777828957,0.420231711620777,-0.793768158483154,0.775368861993497,1.12411584803131,FALSE,"NONE"
"Risk_Score",0.100399649663637,0.403464449131708,0.248843856948751,0.80736969152342,"UMC","Terror",4,15,0.00372985535308597,0.430056544501551,-0.761212840725841,0.79282979234831,0.224783916316387,FALSE,"NONE"
"Risk_Score",0.132552192529172,0.328590049197568,0.403396855300001,0.693212740389363,"UMC","Terror",5,15,0.00315834281896216,0.367442524985371,-0.655835349430219,0.685299806189091,0.352147181971823,FALSE,"NONE"
"Risk_Score",-0.345081321663997,0.571586016572479,-0.6037259688984,0.558270332431069,"UMC","GeoConflict",-5,16,0.0961118553734487,0.185817437343708,-0.267039234902612,0.444843921830243,-2.37433678638764,TRUE,"SIM"
"Risk_Score",-0.279696403212253,0.603564533440531,-0.463407618764286,0.652106470782611,"UMC","GeoConflict",-4,16,0.00635314942127022,0.261774505185841,-0.496619459560642,0.51922832297526,-1.09273266481947,FALSE,"NONE"
"Risk_Score",-0.251974751265715,0.624917108886921,-0.403213078474556,0.694518031938266,"UMC","GeoConflict",-3,16,0.00803223523847914,0.402807973665716,-0.745876159323538,0.776102451727922,-0.645486195662971,FALSE,"NONE"
"Risk_Score",-0.169033547393008,0.664577524548183,-0.254347372803386,0.80391923028083,"UMC","GeoConflict",-2,16,0.0177957488572266,0.787693426613293,-1.5020772695693,1.54825355836221,-0.237185293082249,FALSE,"NONE"
"Risk_Score",-0.0560089032446251,0.656268578240257,-0.085344484105592,0.933521083313822,"UMC","GeoConflict",-1,16,0.00377753648195973,0.703108351585933,-1.36622704344966,1.43372259475764,-0.0850316165235848,FALSE,"NONE"
"Risk_Score",-0.486736509677303,0.64360203578259,-0.756269375508507,0.465376230412001,"UMC","GeoConflict",1,16,0.0104022302786174,0.694346656544024,-1.30728643384193,1.36447127672442,-0.715980606042422,FALSE,"NONE"
"Risk_Score",-0.0317633091408767,0.656974015442177,-0.0483478926019599,0.962305654104493,"UMC","GeoConflict",2,16,0.012273241466035,0.784699712731078,-1.48491883232044,1.46634659870185,-0.056118983978784,FALSE,"NONE"
"Risk_Score",0.0140266351867155,0.615378395629415,0.0227935125547736,0.982223206386526,"UMC","GeoConflict",3,16,0.00586808329306162,0.412687282681429,-0.786835274822444,0.792642738862153,0.0197693319761245,FALSE,"NONE"
"Risk_Score",0.794750625172385,0.451361522709314,1.7607850585089,0.106011026613138,"UMC","GeoConflict",4,16,0.672068742021546,0.226281352696461,0.235128423817066,1.09794892088365,0.542165236723717,FALSE,"NONE"
"Risk_Score",0.769467127684189,0.389099100621611,1.97756079737763,0.0735753911171414,"UMC","GeoConflict",5,16,0.568071114744618,0.146921324423693,0.281996587396305,0.849271657015087,1.37077455386111,FALSE,"NONE"
